vacancy_id,technology,frequency,category,level,domain,fgos_competencies,prof_standards
121687507,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121833166,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121833166,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121385153,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121395089,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121856412,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121806104,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
118439710,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
120920282,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122322725,React,1,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122322725,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122423684,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
120712374,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121902263,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122369504,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122378631,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122378631,SQL,3,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122378631,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121735897,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121735897,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121735897,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121950103,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121950103,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122417454,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122362147,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122367291,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122367291,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121470224,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122310465,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122310465,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122276473,Python,5,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122276473,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122276473,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122296159,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122296159,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122352501,Python,3,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122352501,SQL,4,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122381653,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121779049,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121779049,SQL,4,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122368380,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122368380,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
120975768,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121035487,Python,5,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121035487,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121035487,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122422221,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122422221,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122422221,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122101988,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122101988,React,3,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122101988,Git,2,Инструмент,basic,development,ПК-1,06.001_A
122305113,Python,4,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122305113,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122305113,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122305113,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122300574,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122300574,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122369172,Python,6,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122369172,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122230349,Python,5,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122230349,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122378750,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121043692,SQL,5,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122263625,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122369038,Python,3,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122369038,SQL,4,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122265424,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122265424,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122183818,Python,7,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122183818,SQL,7,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122294494,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122294494,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122294494,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122088777,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122338860,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122217438,Python,4,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122217438,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122217438,React,6,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122217438,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122217438,Git,2,Инструмент,basic,development,ПК-1,06.001_A
122302060,Python,3,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122302060,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121840931,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122306703,SQL,3,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122355446,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122355446,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122325921,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122293475,SQL,4,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122344781,Python,3,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122344781,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122278657,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122278657,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122386004,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
120696921,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
118335913,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
118335913,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122302414,SQL,3,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122302414,Git,2,Инструмент,basic,development,ПК-1,06.001_A
122408400,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122408400,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122403364,Python,3,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122403364,SQL,3,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122403364,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122246065,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122371259,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122371259,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122198332,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122198332,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122198332,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122206747,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122206747,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121607528,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121607528,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122101048,Python,4,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122101048,Git,2,Инструмент,basic,development,ПК-1,06.001_A
122274974,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122313678,Python,4,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122313678,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122313678,Git,2,Инструмент,basic,development,ПК-1,06.001_A
122315504,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122315504,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122384572,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122384572,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122224527,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121402973,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121402973,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121402973,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121402973,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122360240,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121818440,Python,3,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121818440,SQL,3,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122072198,Git,2,Инструмент,basic,development,ПК-1,06.001_A
120217687,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
120217687,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122340499,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122340499,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122205142,SQL,3,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122223812,SQL,3,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121670570,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121839171,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122402432,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122213055,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122213055,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122213055,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122277225,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122277225,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122263281,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122323192,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122323192,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122147057,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122147057,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122220367,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122220367,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122324634,React,1,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122358573,SQL,3,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122358573,Git,2,Инструмент,basic,development,ПК-1,06.001_A
122335069,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122418546,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122360354,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122394114,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122394114,SQL,5,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121035272,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121035272,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122208706,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122208706,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122292594,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
118712822,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
118712822,SQL,3,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122344918,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121527634,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122043035,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122043035,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122043035,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121388260,Python,3,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121388260,SQL,3,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122318195,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122274856,React,1,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122274856,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121091720,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121091720,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
120693045,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122040404,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
120920282,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122002782,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122002782,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122004324,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122004324,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121356737,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122241678,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122241678,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122020834,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122020834,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122321512,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122321512,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122421876,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122421876,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122214796,SQL,6,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122214796,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122308632,SQL,3,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121902958,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121902958,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121370571,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121370571,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121370571,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121370571,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121451721,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121721137,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121780762,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
119219597,SQL,3,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
119315758,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
119315758,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
120027282,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122222923,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122222923,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
120650783,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
120650783,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122425465,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
119581084,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122196177,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122321726,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121651287,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121651287,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121521404,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121521404,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122150882,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121842919,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121842919,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122090127,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122090127,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121568825,Python,3,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121568825,SQL,5,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
90286261,Python,3,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
90286261,SQL,3,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121749637,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121749637,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121749637,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121444172,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121444172,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122168965,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122168965,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122168965,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122264484,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122326227,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122411558,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122411558,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122389084,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122389084,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122389084,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122402438,JavaScript,3,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122402438,React,6,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122402438,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122402438,Git,2,Инструмент,basic,development,ПК-1,06.001_A
122339246,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122339246,React,3,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122417910,React,1,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122417910,SQL,3,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122417910,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122394241,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122394241,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122394241,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122217332,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122217332,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122217332,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122350315,Docker,5,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122335206,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122356694,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122356694,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122391522,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122378755,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122378755,SQL,4,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121779049,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121779049,SQL,4,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121839467,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121975283,React,1,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
121975283,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122289094,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122289094,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122305113,Python,4,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122305113,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122305113,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122305113,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122399066,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122399066,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122369278,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122369278,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122369278,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122399679,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122399679,React,1,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122399679,SQL,3,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122171433,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122320752,Python,5,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122320752,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
120633818,React,3,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122379102,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122379102,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122379102,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122346045,Docker,3,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122346045,Git,2,Инструмент,basic,development,ПК-1,06.001_A
122308499,Docker,3,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122292685,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122292685,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122249558,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122249558,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
